created_at,entry_id,TEMPERATURE (°C),HUMIDITE (%),Fumee (raw),Methane_Gaz_naturel (raw),Monoxyde_de_carbone (raw),Qualite_air (raw),Gas_Type
2025-11-20 21:38:57 UTC,3573,32.32,49.08,406.0,0.0,361.0,307.0,Air Pur
2025-11-21 02:29:12 UTC,4381,23.79,82.83,405.0,0.0,354.0,318.0,Air Pur
2025-11-21 01:09:53 UTC,4159,24.69,73.16,410.0,0.0,370.0,313.0,Air Pur
2025-11-20 16:32:01 UTC,2714,36.0,30.0,393.0,0.0,374.0,314.0,Air Pur
2025-11-20 13:28:33 UTC,2204,33.92,31.46,393.0,0.0,366.0,311.0,Air Pur
2025-11-20 18:57:23 UTC,3121,35.49,30.0,397.0,0.0,358.0,316.0,Air Pur
2025-10-09 08:40:35 UTC,967,30.6,69.6,398.0,0.0,369.0,309.0,Air Pur
2025-11-20 20:49:04 UTC,3433,33.63,35.11,404.0,0.0,371.0,319.0,Air Pur
2025-10-09 07:19:56 UTC,689,30.5,71.2,404.0,0.0,367.0,308.0,Air Pur
2025-11-21 01:40:21 UTC,4244,24.07,79.13,407.0,0.0,367.0,311.0,Air Pur
2025-11-20 22:25:27 UTC,3702,30.51,48.4,399.0,0.0,366.0,311.0,Air Pur
2025-10-06 08:38:03 UTC,342,29.4,60.1,415.0,0.0,361.0,307.0,Air Pur
2025-11-20 10:37:52 UTC,1725,27.82,70.78,411.0,0.0,366.0,309.0,Air Pur
2025-11-21 02:44:06 UTC,4423,23.48,75.86,408.0,0.0,358.0,317.0,Air Pur
2025-11-20 11:01:45 UTC,1793,28.77,62.33,400.0,0.0,373.0,315.0,Air Pur
2025-11-20 10:50:25 UTC,1760,28.39,63.99,395.0,0.0,377.0,309.0,Air Pur
2025-11-20 19:30:09 UTC,3213,35.31,34.31,403.0,0.0,379.0,320.0,Air Pur
2025-10-10 04:53:23 UTC,990,31.6,68.0,398.0,0.0,373.0,310.0,Air Pur
2025-11-20 13:50:01 UTC,2263,34.57,36.41,420.0,0.0,375.0,313.0,Air Pur
2025-11-20 15:09:28 UTC,2483,36.0,42.99,403.0,0.0,372.0,315.0,Air Pur
2025-10-09 08:35:58 UTC,952,30.6,69.5,398.0,0.0,366.0,311.0,Air Pur
2025-10-09 07:29:09 UTC,723,30.6,71.2,391.0,0.0,375.0,307.0,Air Pur
2025-11-20 20:33:42 UTC,3390,33.86,41.34,392.0,0.0,369.0,311.0,Air Pur
2025-11-20 12:44:49 UTC,2080,31.99,54.23,402.0,0.0,364.0,310.0,Air Pur
2025-11-20 16:33:31 UTC,2718,36.0,31.5,406.0,0.0,374.0,316.0,Air Pur
2025-11-20 14:15:28 UTC,2333,35.52,35.98,400.0,0.0,370.0,313.0,Air Pur
2025-11-20 20:29:01 UTC,3377,33.72,34.52,395.0,0.0,381.0,320.0,Air Pur
2025-11-21 03:20:53 UTC,4525,22.99,85.49,406.0,0.0,366.0,315.0,Air Pur
2025-11-20 09:17:15 UTC,1501,25.84,68.59,408.0,0.0,359.0,322.0,Air Pur
2025-10-06 08:17:43 UTC,286,29.3,59.4,386.0,0.0,375.0,321.0,Air Pur
2025-11-20 21:11:41 UTC,3496,32.5,51.08,399.0,0.0,368.0,316.0,Air Pur
2025-11-20 12:39:47 UTC,2066,31.08,45.19,415.0,0.0,367.0,307.0,Air Pur
2025-10-09 07:41:41 UTC,769,30.9,70.6,397.0,0.0,357.0,317.0,Air Pur
2025-11-20 18:34:48 UTC,3058,36.0,33.3,396.0,0.0,367.0,317.0,Air Pur
2025-11-21 01:56:30 UTC,4290,24.51,83.56,397.0,0.0,375.0,306.0,Air Pur
2025-11-20 13:13:40 UTC,2162,33.58,31.28,408.0,0.0,372.0,311.0,Air Pur
2025-11-20 19:59:04 UTC,3294,34.08,30.0,401.0,0.0,359.0,313.0,Air Pur
2025-10-09 08:34:24 UTC,947,30.6,69.7,399.0,0.0,359.0,308.0,Air Pur
2025-11-20 20:14:11 UTC,3336,34.47,34.93,399.0,0.0,364.0,298.0,Air Pur
2025-11-21 01:07:04 UTC,4151,25.63,72.9,409.0,0.0,368.0,298.0,Air Pur
2025-11-20 09:10:09 UTC,1482,25.7,63.71,417.0,0.0,379.0,310.0,Air Pur
2025-11-20 11:41:02 UTC,1902,29.6,51.41,393.0,0.0,372.0,313.0,Air Pur
2025-11-20 20:56:06 UTC,3452,33.95,30.98,404.0,0.0,362.0,319.0,Air Pur
2025-11-21 00:35:55 UTC,4065,25.55,67.2,396.0,0.0,374.0,307.0,Air Pur
2025-10-06 06:57:32 UTC,55,28.4,64.5,421.0,0.0,375.0,329.0,Air Pur
2025-11-20 11:12:49 UTC,1824,29.2,56.62,407.0,0.0,365.0,317.0,Air Pur
2025-11-20 21:00:12 UTC,3463,33.41,40.3,407.0,0.0,372.0,316.0,Air Pur
2025-11-20 18:42:34 UTC,3080,36.0,30.0,406.0,0.0,361.0,306.0,Air Pur
2025-10-09 07:59:48 UTC,833,30.6,69.7,394.0,0.0,370.0,311.0,Air Pur
2025-11-21 02:39:10 UTC,4409,23.18,76.02,392.0,0.0,375.0,314.0,Air Pur
2025-11-20 17:05:32 UTC,2807,36.0,30.0,401.0,0.0,367.0,310.0,Air Pur
2025-11-20 15:12:27 UTC,2491,36.0,30.0,393.0,0.0,376.0,308.0,Air Pur
2025-10-06 08:32:21 UTC,328,29.3,59.9,402.0,0.0,382.0,310.0,Air Pur
2025-11-20 20:05:13 UTC,3311,34.51,30.45,408.0,0.0,374.0,314.0,Air Pur
2025-11-20 20:01:36 UTC,3301,34.55,44.77,403.0,0.0,368.0,312.0,Air Pur
2025-11-20 22:16:10 UTC,3676,30.85,54.03,396.0,0.0,369.0,308.0,Air Pur
2025-11-20 18:33:43 UTC,3055,36.0,32.46,408.0,0.0,355.0,315.0,Air Pur
2025-11-20 13:07:34 UTC,2144,33.42,32.88,403.0,0.0,371.0,318.0,Air Pur
2025-11-19 03:58:49 UTC,1312,28.4,74.8,398.0,0.0,371.0,302.0,Air Pur
2025-11-20 19:22:33 UTC,3192,35.21,39.26,397.0,0.0,376.0,304.0,Air Pur
2025-11-20 15:29:26 UTC,2539,36.0,31.39,401.0,0.0,364.0,311.0,Air Pur
2025-11-21 00:07:10 UTC,3984,27.62,71.94,395.0,0.0,359.0,314.0,Air Pur
2025-11-21 03:28:47 UTC,4548,22.7,88.76,400.0,0.0,374.0,317.0,Air Pur
2025-10-06 07:35:42 UTC,165,28.8,61.4,410.0,0.0,370.0,320.0,Air Pur
2025-11-21 01:52:30 UTC,4278,24.75,79.05,392.0,0.0,376.0,315.0,Air Pur
2025-10-09 07:57:07 UTC,823,30.7,69.8,402.0,0.0,373.0,306.0,Air Pur
2025-10-09 08:33:27 UTC,944,30.6,69.7,390.0,0.0,383.0,311.0,Air Pur
2025-11-21 02:45:09 UTC,4426,22.73,83.23,399.0,0.0,360.0,303.0,Air Pur
2025-10-09 07:43:20 UTC,775,30.9,70.6,399.0,0.0,366.0,312.0,Air Pur
2025-11-20 13:26:42 UTC,2199,34.08,33.85,401.0,0.0,389.0,310.0,Air Pur
2025-11-20 19:10:14 UTC,3157,36.0,30.61,413.0,0.0,382.0,317.0,Air Pur
2025-11-21 01:40:01 UTC,4243,25.11,70.64,398.0,0.0,358.0,315.0,Air Pur
2025-11-20 22:23:14 UTC,3696,30.81,50.31,408.0,0.0,383.0,306.0,Air Pur
2025-11-20 20:56:31 UTC,3453,32.41,42.29,398.0,0.0,361.0,308.0,Air Pur
2025-10-09 08:24:30 UTC,915,30.6,70.2,405.0,0.0,364.0,307.0,Air Pur
2025-11-19 03:57:48 UTC,1309,32.0,62.0,406.0,0.0,373.0,314.0,Air Pur
2025-11-21 01:16:23 UTC,4178,24.48,74.29,395.0,0.0,379.0,312.0,Air Pur
2025-10-07 08:27:48 UTC,514,31.7,59.7,419.0,0.0,370.0,298.0,Air Pur
2025-11-20 11:47:45 UTC,1921,29.96,52.2,381.0,0.0,374.0,320.0,Air Pur
2025-11-20 21:46:53 UTC,3595,32.17,44.01,394.0,0.0,386.0,322.0,Air Pur
2025-11-20 08:44:37 UTC,1410,25.54,71.31,402.0,0.0,373.0,317.0,Air Pur
2025-11-20 19:22:15 UTC,3191,35.34,38.08,415.0,0.0,374.0,313.0,Air Pur
2025-11-21 03:08:58 UTC,4492,22.88,90.0,405.0,0.0,373.0,318.0,Air Pur
2025-11-20 09:37:06 UTC,1556,25.95,74.85,387.0,0.0,372.0,315.0,Air Pur
2025-10-09 07:51:55 UTC,805,30.6,70.3,399.0,0.0,375.0,324.0,Air Pur
2025-11-19 03:48:28 UTC,1280,32.6,60.8,401.0,0.0,375.0,322.0,Air Pur
2025-11-20 21:40:44 UTC,3578,32.19,50.78,401.0,0.0,362.0,316.0,Air Pur
2025-11-20 17:39:47 UTC,2902,36.0,35.6,382.0,0.0,351.0,314.0,Air Pur
2025-11-20 08:37:40 UTC,1388,31.1,64.7,381.0,0.0,358.0,310.0,Air Pur
2025-11-20 16:49:25 UTC,2762,36.0,33.36,394.0,0.0,368.0,319.0,Air Pur
2025-11-20 16:20:05 UTC,2680,36.0,30.0,402.0,0.0,362.0,320.0,Air Pur
2025-11-20 12:54:29 UTC,2107,32.74,44.8,389.0,0.0,371.0,303.0,Air Pur
2025-11-21 01:32:51 UTC,4224,23.79,72.87,402.0,0.0,366.0,318.0,Air Pur
2025-11-20 16:52:01 UTC,2769,36.0,31.51,406.0,0.0,364.0,307.0,Air Pur
2025-11-20 23:56:14 UTC,3954,27.87,68.24,397.0,0.0,384.0,322.0,Air Pur
2025-11-20 19:20:47 UTC,3187,35.64,30.0,392.0,0.0,375.0,302.0,Air Pur
2025-11-20 19:54:30 UTC,3281,34.88,31.76,396.0,0.0,362.0,318.0,Air Pur
2025-11-20 15:41:58 UTC,2574,36.0,30.0,390.0,0.0,372.0,312.0,Air Pur
2025-11-20 15:50:55 UTC,2600,36.0,30.0,399.0,0.0,382.0,323.0,Air Pur
2025-11-21 00:25:02 UTC,4034,26.93,68.48,399.0,0.0,366.0,303.0,Air Pur
2025-10-06 08:00:46 UTC,237,29.2,60.2,400.0,0.0,385.0,311.0,Air Pur
2025-11-19 03:56:30 UTC,1305,32.2,61.6,406.0,0.0,358.0,309.0,Air Pur
2025-11-20 20:48:21 UTC,3431,33.36,41.02,404.0,0.0,370.0,317.0,Air Pur
2025-11-19 03:55:33 UTC,1302,32.3,61.5,395.0,0.0,355.0,319.0,Air Pur
2025-11-20 15:30:27 UTC,2542,35.88,30.26,393.0,0.0,373.0,315.0,Air Pur
2025-11-20 12:34:49 UTC,2052,31.34,50.47,387.0,0.0,377.0,309.0,Air Pur
2025-10-06 09:23:49 UTC,442,30.5,56.5,400.0,0.0,366.0,322.0,Air Pur
2025-11-20 12:43:46 UTC,2077,32.27,43.01,411.0,0.0,355.0,326.0,Air Pur
2025-11-20 19:18:36 UTC,3181,35.94,38.7,395.0,0.0,386.0,310.0,Air Pur
2025-11-20 16:12:00 UTC,2658,36.0,30.0,397.0,0.0,367.0,310.0,Air Pur
2025-11-20 23:00:02 UTC,3799,29.42,59.33,420.0,0.0,368.0,310.0,Air Pur
2025-10-09 07:51:55 UTC,805,30.6,70.3,401.0,0.0,361.0,322.0,Air Pur
2025-10-06 07:04:29 UTC,75,28.7,62.4,388.0,0.0,364.0,318.0,Air Pur
2025-11-20 13:18:31 UTC,2176,33.58,50.59,400.0,0.0,373.0,321.0,Air Pur
2025-11-20 23:45:31 UTC,3925,27.78,64.97,408.0,0.0,370.0,325.0,Air Pur
2025-11-20 12:48:29 UTC,2090,32.49,45.68,395.0,0.0,368.0,312.0,Air Pur
2025-10-06 06:52:41 UTC,41,28.4,64.9,399.0,0.0,360.0,302.0,Air Pur
2025-11-20 12:45:28 UTC,2082,32.23,45.71,403.0,0.0,364.0,323.0,Air Pur
2025-11-20 10:01:11 UTC,1623,26.68,63.79,399.0,0.0,367.0,319.0,Air Pur
2025-10-06 08:38:03 UTC,342,29.4,60.1,403.0,0.0,368.0,308.0,Air Pur
2025-11-21 00:31:43 UTC,4053,26.7,70.38,429.0,0.0,372.0,319.0,Air Pur
2025-11-20 12:43:04 UTC,2075,31.3,49.41,392.0,0.0,364.0,325.0,Air Pur
2025-10-09 07:08:04 UTC,646,30.7,71.1,411.0,0.0,373.0,310.0,Air Pur
2025-11-21 01:47:23 UTC,4264,24.72,84.32,398.0,0.0,364.0,305.0,Air Pur
2025-10-09 06:57:22 UTC,610,30.9,71.3,407.0,0.0,373.0,316.0,Air Pur
2025-10-06 09:29:19 UTC,455,30.0,57.1,397.0,0.0,371.0,309.0,Air Pur
2025-11-20 17:58:05 UTC,2954,36.0,30.01,394.0,0.0,382.0,313.0,Air Pur
2025-11-20 10:31:58 UTC,1709,27.68,71.92,404.0,0.0,376.0,313.0,Air Pur
2025-11-20 21:03:42 UTC,3473,33.34,44.88,402.0,0.0,360.0,307.0,Air Pur
2025-11-20 18:03:29 UTC,2970,36.0,30.0,392.0,0.0,374.0,312.0,Air Pur
2025-11-20 18:24:32 UTC,3029,35.82,32.93,393.0,0.0,374.0,315.0,Air Pur
2025-11-20 16:20:44 UTC,2682,36.0,34.76,394.0,0.0,369.0,315.0,Air Pur
2025-11-20 21:59:40 UTC,3630,32.07,46.15,393.0,0.0,374.0,314.0,Air Pur
2025-11-21 01:33:38 UTC,4226,25.06,81.57,392.0,0.0,371.0,314.0,Air Pur
2025-11-20 18:38:19 UTC,3068,36.0,30.0,395.0,0.0,365.0,306.0,Air Pur
2025-11-20 08:37:18 UTC,1387,31.1,64.9,396.0,0.0,369.0,309.0,Air Pur
2025-11-20 22:52:16 UTC,3777,30.64,52.52,388.0,0.0,363.0,309.0,Air Pur
2025-11-20 17:27:05 UTC,2867,36.0,30.0,407.0,0.0,374.0,317.0,Air Pur
2025-11-20 20:24:32 UTC,3364,34.46,40.04,394.0,0.0,370.0,297.0,Air Pur
2025-11-21 00:57:07 UTC,4125,25.75,70.69,403.0,0.0,374.0,310.0,Air Pur
2025-10-06 07:30:08 UTC,149,29.1,60.6,402.0,0.0,357.0,307.0,Air Pur
2025-11-20 23:18:35 UTC,3851,28.19,64.82,406.0,0.0,373.0,310.0,Air Pur
2025-11-20 12:37:17 UTC,2059,31.76,50.53,406.0,0.0,370.0,309.0,Air Pur
2025-10-11 06:35:33 UTC,1137,32.1,66.1,399.0,0.0,365.0,305.0,Air Pur
2025-10-06 07:43:22 UTC,187,29.0,61.4,410.0,0.0,364.0,307.0,Air Pur
2025-11-20 17:22:39 UTC,2855,36.0,31.33,388.0,0.0,348.0,316.0,Air Pur
2025-10-25 06:00:12 UTC,1251,29.8,73.5,406.0,0.0,379.0,311.0,Air Pur
2025-11-20 04:17:30 UTC,1334,30.4,68.5,397.0,0.0,365.0,310.0,Air Pur
2025-11-21 01:22:11 UTC,4194,25.49,73.52,409.0,0.0,369.0,314.0,Air Pur
2025-11-21 01:07:04 UTC,4151,25.63,72.9,396.0,0.0,380.0,301.0,Air Pur
2025-11-20 16:31:22 UTC,2712,36.0,33.9,390.0,0.0,372.0,323.0,Air Pur
2025-11-21 03:12:32 UTC,4502,22.21,85.35,398.0,0.0,362.0,318.0,Air Pur
2025-11-20 10:59:22 UTC,1786,28.8,55.61,403.0,0.0,379.0,304.0,Air Pur
2025-10-09 07:36:45 UTC,751,30.9,71.0,410.0,0.0,357.0,310.0,Air Pur
2025-11-20 10:51:32 UTC,1763,27.74,70.25,403.0,0.0,370.0,318.0,Air Pur
2025-11-20 23:44:00 UTC,3921,28.27,72.04,385.0,0.0,370.0,319.0,Air Pur
2025-11-21 02:57:36 UTC,4461,23.62,77.66,400.0,0.0,360.0,318.0,Air Pur
2025-10-06 10:39:29 UTC,482,30.3,57.6,395.0,0.0,362.0,306.0,Air Pur
2025-10-06 07:31:53 UTC,154,29.0,60.7,398.0,0.0,370.0,304.0,Air Pur
2025-11-20 09:25:53 UTC,1525,26.33,62.96,391.0,0.0,363.0,306.0,Air Pur
2025-11-20 12:59:18 UTC,2121,33.59,45.49,400.0,0.0,372.0,313.0,Air Pur
2025-11-20 14:19:21 UTC,2344,35.13,32.61,402.0,0.0,382.0,315.0,Air Pur
2025-10-25 05:56:56 UTC,1241,29.7,73.6,406.0,0.0,366.0,318.0,Air Pur
2025-10-06 06:59:38 UTC,61,28.5,63.4,396.0,0.0,372.0,304.0,Air Pur
2025-10-09 08:31:54 UTC,939,30.6,69.7,401.0,0.0,361.0,318.0,Air Pur
2025-11-20 10:07:14 UTC,1640,27.34,61.24,407.0,0.0,365.0,324.0,Air Pur
2025-11-21 00:55:41 UTC,4121,25.3,73.36,398.0,0.0,356.0,307.0,Air Pur
2025-11-21 01:34:02 UTC,4227,25.09,74.3,392.0,0.0,372.0,305.0,Air Pur
2025-11-20 21:37:53 UTC,3570,31.9,49.23,396.0,0.0,372.0,313.0,Air Pur
2025-10-25 06:00:52 UTC,1253,31.2,64.4,400.0,0.0,370.0,310.0,Air Pur
2025-11-21 01:25:42 UTC,4204,25.31,77.3,387.0,0.0,366.0,315.0,Air Pur
2025-10-06 07:38:08 UTC,172,28.9,61.4,399.0,0.0,372.0,308.0,Air Pur
2025-11-20 09:01:51 UTC,1459,25.06,76.28,408.0,0.0,349.0,313.0,Air Pur
2025-11-20 21:31:02 UTC,3550,32.66,42.3,411.0,0.0,381.0,311.0,Air Pur
2025-11-21 01:23:31 UTC,4198,24.96,76.69,389.0,0.0,380.0,312.0,Air Pur
2025-11-20 14:11:53 UTC,2323,35.41,30.0,399.0,0.0,362.0,305.0,Air Pur
2025-11-20 10:06:10 UTC,1637,26.96,67.36,405.0,0.0,374.0,313.0,Air Pur
2025-11-20 18:55:33 UTC,3116,35.79,33.89,394.0,0.0,360.0,303.0,Air Pur
2025-11-21 00:45:27 UTC,4091,26.89,70.49,396.0,0.0,361.0,302.0,Air Pur
2025-11-20 18:16:12 UTC,3005,36.0,32.4,405.0,0.0,358.0,318.0,Air Pur
2025-10-06 08:33:03 UTC,330,29.3,60.1,403.0,0.0,371.0,322.0,Air Pur
2025-11-20 22:03:40 UTC,3641,31.19,58.11,390.0,0.0,376.0,310.0,Air Pur
2025-11-20 23:34:28 UTC,3895,27.8,61.99,421.0,0.0,366.0,309.0,Air Pur
2025-11-21 00:51:16 UTC,4108,25.06,76.34,403.0,0.0,367.0,307.0,Air Pur
2025-11-20 04:20:08 UTC,1342,30.4,67.8,392.0,0.0,381.0,305.0,Air Pur
2025-11-20 22:11:52 UTC,3664,31.77,43.12,402.0,0.0,377.0,319.0,Air Pur
2025-10-06 07:53:27 UTC,216,29.1,60.4,395.0,0.0,367.0,310.0,Air Pur
2025-10-06 08:36:11 UTC,339,29.4,60.2,388.0,0.0,373.0,312.0,Air Pur
2025-11-21 00:35:13 UTC,4063,26.31,71.45,412.0,0.0,362.0,319.0,Air Pur
2025-11-20 16:30:16 UTC,2709,36.0,30.0,409.0,0.0,369.0,299.0,Air Pur
2025-11-20 19:08:49 UTC,3153,35.44,36.04,396.0,0.0,383.0,314.0,Air Pur
2025-11-20 10:47:07 UTC,1751,28.46,59.91,406.0,0.0,368.0,311.0,Air Pur
2025-11-20 14:47:34 UTC,2422,35.09,32.05,385.0,0.0,375.0,318.0,Air Pur
2025-10-09 07:25:38 UTC,710,30.5,72.2,392.0,0.0,368.0,310.0,Air Pur
2025-11-20 22:34:39 UTC,3727,29.83,61.9,403.0,0.0,365.0,318.0,Air Pur
2025-11-20 22:04:22 UTC,3643,31.29,56.68,401.0,0.0,349.0,315.0,Air Pur
2025-11-21 00:10:56 UTC,3994,27.61,71.74,408.0,0.0,360.0,314.0,Air Pur
2025-10-06 10:42:13 UTC,489,29.9,58.7,415.0,0.0,370.0,319.0,Air Pur
2025-10-06 06:54:46 UTC,47,28.4,64.8,396.0,0.0,369.0,311.0,Air Pur
2025-11-20 20:23:03 UTC,3360,34.4,34.23,397.0,0.0,368.0,302.0,Air Pur
2025-10-06 09:04:54 UTC,401,29.9,58.2,397.0,0.0,380.0,306.0,Air Pur
2025-11-21 00:09:52 UTC,3991,26.66,69.33,391.0,0.0,369.0,313.0,Air Pur
2025-11-20 19:10:32 UTC,3158,36.0,35.25,403.0,0.0,368.0,312.0,Air Pur
2025-11-21 02:16:48 UTC,4346,23.28,86.63,397.0,0.0,359.0,312.0,Air Pur
2025-10-06 09:01:23 UTC,391,30.0,57.9,406.0,0.0,373.0,302.0,Air Pur
2025-11-20 23:19:40 UTC,3854,29.03,47.73,402.0,0.0,362.0,320.0,Air Pur
2025-11-21 02:47:01 UTC,4431,23.08,85.2,403.0,0.0,376.0,312.0,Air Pur
2025-10-09 07:02:56 UTC,629,30.7,70.3,399.0,0.0,381.0,318.0,Air Pur
2025-11-21 01:36:05 UTC,4233,24.52,84.35,401.0,0.0,367.0,302.0,Air Pur
2025-11-20 17:50:08 UTC,2931,36.0,30.0,403.0,0.0,368.0,315.0,Air Pur
2025-11-20 09:24:39 UTC,1522,25.4,80.07,407.0,0.0,379.0,314.0,Air Pur
2025-10-09 07:58:11 UTC,827,30.6,70.0,392.0,0.0,352.0,307.0,Air Pur
2025-11-20 09:17:15 UTC,1501,25.84,68.59,411.0,0.0,384.0,311.0,Air Pur
2025-11-20 19:59:29 UTC,3295,35.01,38.74,388.0,0.0,364.0,319.0,Air Pur
2025-11-20 14:46:54 UTC,2420,35.78,30.0,395.0,0.0,374.0,313.0,Air Pur
2025-10-09 08:30:39 UTC,935,30.6,69.7,406.0,0.0,384.0,316.0,Air Pur
2025-11-20 18:29:34 UTC,3043,36.0,30.0,401.0,0.0,384.0,314.0,Air Pur
2025-11-21 03:11:12 UTC,4498,23.16,82.82,394.0,0.0,374.0,315.0,Air Pur
2025-11-20 09:04:45 UTC,1467,25.43,70.81,398.0,0.0,365.0,310.0,Air Pur
2025-11-20 21:35:06 UTC,3562,32.2,44.04,396.0,0.0,367.0,307.0,Air Pur
2025-10-06 08:39:10 UTC,344,29.4,60.1,1352.0,0.0,1216.0,1681.0,CH4
2025-11-20 22:55:48 UTC,3787,29.56,61.08,1304.0,787.0,1199.0,1552.0,CH4
2025-11-20 22:18:34 UTC,3683,30.21,51.7,1235.0,0.0,1179.0,1471.0,CH4
2025-10-06 07:51:01 UTC,209,29.0,60.2,1309.0,0.0,1255.0,1677.0,CH4
2025-11-20 20:39:41 UTC,3407,33.54,39.16,1330.0,603.0,1243.0,1603.0,CH4
2025-11-19 03:58:49 UTC,1312,28.4,74.8,1346.0,0.0,1215.0,1614.0,CH4
2025-11-20 14:03:46 UTC,2300,34.11,30.0,1226.0,0.0,1093.0,1374.0,CH4
2025-11-20 20:14:36 UTC,3337,34.95,35.79,1250.0,0.0,1165.0,1514.0,CH4
2025-11-20 11:57:32 UTC,1948,31.01,51.77,1362.0,0.0,1280.0,1743.0,CH4
2025-10-09 08:26:02 UTC,920,30.7,70.0,1341.0,0.0,1216.0,1712.0,CH4
2025-11-20 12:32:27 UTC,2045,31.74,51.53,1345.0,0.0,1252.0,1661.0,CH4
2025-10-06 09:14:15 UTC,419,30.0,57.5,1362.0,0.0,1239.0,1712.0,CH4
2025-11-20 10:46:43 UTC,1750,27.8,60.44,1366.0,0.0,1230.0,1679.0,CH4
2025-11-20 17:18:25 UTC,2843,36.0,30.0,1325.0,0.0,1160.0,1589.0,CH4
2025-10-10 06:39:21 UTC,1100,30.5,70.4,1342.0,0.0,1274.0,1679.0,CH4
2025-11-20 20:34:49 UTC,3393,33.59,43.32,1389.0,0.0,1297.0,1827.0,CH4
2025-11-20 16:53:31 UTC,2773,36.0,31.86,1415.0,0.0,1260.0,1853.0,CH4
2025-11-20 15:08:44 UTC,2481,36.0,39.46,1362.0,0.0,1247.0,1671.0,CH4
2025-11-20 09:33:32 UTC,1546,26.23,70.33,1407.0,0.0,1203.0,1611.0,CH4
2025-10-10 05:57:28 UTC,1071,34.5,62.1,1308.0,0.0,1180.0,1495.0,CH4
2025-11-20 11:22:34 UTC,1851,29.73,52.73,1241.0,0.0,1145.0,1417.0,CH4
2025-11-21 01:23:53 UTC,4199,24.88,77.11,1263.0,0.0,1163.0,1466.0,CH4
2025-11-20 17:53:19 UTC,2940,36.0,36.4,1347.0,0.0,1256.0,1623.0,CH4
2025-11-20 11:41:42 UTC,1904,29.18,60.02,1408.0,0.0,1275.0,1829.0,CH4
2025-10-09 07:17:14 UTC,679,30.6,70.9,1352.0,641.0,1245.0,1693.0,CH4
2025-10-10 04:52:58 UTC,989,31.6,68.1,1357.0,491.0,1258.0,1688.0,CH4
2025-11-20 15:07:02 UTC,2476,35.88,32.38,1269.0,305.0,1166.0,1469.0,CH4
2025-11-20 09:55:45 UTC,1608,26.89,70.81,1365.0,0.0,1274.0,1822.0,CH4
2025-11-20 17:28:11 UTC,2870,36.0,30.07,1327.0,0.0,1204.0,1547.0,CH4
2025-11-20 09:17:51 UTC,1503,25.2,77.94,1291.0,0.0,1202.0,1495.0,CH4
2025-11-20 11:00:45 UTC,1790,28.58,55.99,1163.0,0.0,1157.0,1334.0,CH4
2025-11-20 08:50:01 UTC,1426,24.65,74.43,1440.0,264.0,1321.0,1862.0,CH4
2025-11-20 14:54:24 UTC,2441,36.0,30.0,1213.0,0.0,1119.0,1496.0,CH4
2025-11-20 12:31:47 UTC,2043,31.55,48.3,1319.0,0.0,1178.0,1592.0,CH4
2025-11-19 03:48:08 UTC,1279,32.6,60.6,1329.0,0.0,1156.0,1698.0,CH4
2025-11-20 15:49:04 UTC,2595,36.0,30.0,1252.0,0.0,1146.0,1545.0,CH4
2025-11-20 14:52:52 UTC,2437,35.55,33.52,1267.0,0.0,1209.0,1579.0,CH4
2025-11-20 23:01:49 UTC,3804,29.07,64.52,1404.0,1104.0,1242.0,1756.0,CH4
2025-11-20 13:29:14 UTC,2206,33.79,39.53,1364.0,0.0,1243.0,1755.0,CH4
2025-10-10 05:07:26 UTC,1028,32.9,64.5,1300.0,0.0,1297.0,1670.0,CH4
2025-11-20 21:27:23 UTC,3540,32.97,46.88,1340.0,0.0,1250.0,1741.0,CH4
2025-11-20 21:07:29 UTC,3484,32.94,37.32,1309.0,0.0,1247.0,1589.0,CH4
2025-11-20 13:42:14 UTC,2242,34.4,34.7,1274.0,0.0,1170.0,1607.0,CH4
2025-11-20 16:50:52 UTC,2766,36.0,30.0,1184.0,0.0,1153.0,1400.0,CH4
2025-10-11 08:40:56 UTC,1174,32.4,67.7,1275.0,0.0,1109.0,1428.0,CH4
2025-11-20 19:36:18 UTC,3231,35.3,33.41,1332.0,0.0,1271.0,1676.0,CH4
2025-11-20 20:19:37 UTC,3351,34.73,36.24,1262.0,0.0,1226.0,1513.0,CH4
2025-10-06 09:05:58 UTC,404,29.9,58.2,1446.0,0.0,1314.0,1834.0,CH4
2025-11-20 16:36:24 UTC,2726,36.0,32.8,1390.0,0.0,1361.0,1858.0,CH4
2025-11-20 20:31:11 UTC,3383,33.76,35.43,1368.0,0.0,1228.0,1689.0,CH4
2025-11-21 01:11:31 UTC,4164,26.23,72.7,1351.0,0.0,1188.0,1667.0,CH4
2025-10-06 07:08:59 UTC,88,28.8,61.8,1263.0,0.0,1145.0,1546.0,CH4
2025-10-11 06:42:39 UTC,1159,31.7,67.6,1275.0,0.0,1174.0,1411.0,CH4
2025-11-21 01:51:03 UTC,4274,25.41,70.21,1213.0,1196.0,1184.0,1549.0,CH4
2025-11-20 17:23:46 UTC,2858,36.0,31.21,1338.0,0.0,1258.0,1714.0,CH4
2025-11-20 08:35:46 UTC,1382,30.5,66.9,1322.0,0.0,1260.0,1598.0,CH4
2025-11-20 12:39:27 UTC,2065,31.41,52.18,1244.0,0.0,1163.0,1512.0,CH4
2025-11-20 14:30:35 UTC,2375,35.92,30.0,1401.0,0.0,1274.0,1775.0,CH4
